ID	lgth	out	in	long_cov	short1_cov	short1_Ocov	short2_cov	short2_Ocov	long_nb	short1_nb	short2_nb
41	1	2	4	0.000000	1415.000000	1415.000000	0.000000	0.000000	0	559	0
42	1	5	10	0.000000	2600.000000	795.000000	0.000000	0.000000	0	982	0
43	1	4	3	0.000000	377.000000	377.000000	0.000000	0.000000	0	198	0
44	1	4	2	0.000000	493.000000	493.000000	0.000000	0.000000	0	254	0
45	1	30	22	0.000000	14958.000000	807.000000	0.000000	0.000000	0	2460	0
46	1	3	2	0.000000	620.000000	620.000000	0.000000	0.000000	0	277	0
47	1	4	3	0.000000	449.000000	449.000000	0.000000	0.000000	0	196	0
48	1	2	4	0.000000	533.000000	533.000000	0.000000	0.000000	0	250	0
49	1	4	3	0.000000	1161.000000	1161.000000	0.000000	0.000000	0	484	0
50	1	4	4	0.000000	1139.000000	1139.000000	0.000000	0.000000	0	514	0
51	1	6	7	0.000000	1527.000000	747.000000	0.000000	0.000000	0	682	0
52	1	4	2	0.000000	434.000000	434.000000	0.000000	0.000000	0	212	0
53	1	4	3	0.000000	463.000000	463.000000	0.000000	0.000000	0	182	0
54	1	2	3	0.000000	1085.000000	1085.000000	0.000000	0.000000	0	465	0
55	1	2	4	0.000000	1224.000000	1224.000000	0.000000	0.000000	0	510	0
56	1	4	4	0.000000	696.000000	696.000000	0.000000	0.000000	0	318	0
57	1	4	4	0.000000	1019.000000	1019.000000	0.000000	0.000000	0	478	0
58	1	4	4	0.000000	434.000000	434.000000	0.000000	0.000000	0	203	0
59	1	4	4	0.000000	768.000000	768.000000	0.000000	0.000000	0	380	0
60	1	4	4	0.000000	872.000000	872.000000	0.000000	0.000000	0	420	0
61	1	7	7	0.000000	1539.000000	638.000000	0.000000	0.000000	0	635	0
62	1	4	3	0.000000	580.000000	580.000000	0.000000	0.000000	0	288	0
63	1	3	4	0.000000	946.000000	946.000000	0.000000	0.000000	0	400	0
64	1	4	3	0.000000	700.000000	700.000000	0.000000	0.000000	0	332	0
65	1	4	4	0.000000	918.000000	918.000000	0.000000	0.000000	0	426	0
66	1	6	12	0.000000	1466.000000	761.000000	0.000000	0.000000	0	997	0
67	1	5	4	0.000000	668.000000	668.000000	0.000000	0.000000	0	314	0
68	1	4	3	0.000000	497.000000	497.000000	0.000000	0.000000	0	252	0
69	1	2	3	0.000000	412.000000	412.000000	0.000000	0.000000	0	195	0
70	1	3	3	0.000000	513.000000	513.000000	0.000000	0.000000	0	230	0
71	1	3	4	0.000000	502.000000	502.000000	0.000000	0.000000	0	223	0
72	1	4	2	0.000000	335.000000	335.000000	0.000000	0.000000	0	174	0
73	1	4	4	0.000000	907.000000	907.000000	0.000000	0.000000	0	368	0
74	1	4	3	0.000000	690.000000	690.000000	0.000000	0.000000	0	318	0
75	1	4	4	0.000000	723.000000	723.000000	0.000000	0.000000	0	342	0
76	1	2	6	0.000000	1768.000000	1108.000000	0.000000	0.000000	0	697	0
77	1	2	3	0.000000	1223.000000	512.000000	0.000000	0.000000	0	591	0
78	1	3	4	0.000000	682.000000	682.000000	0.000000	0.000000	0	334	0
79	1	4	3	0.000000	479.000000	479.000000	0.000000	0.000000	0	256	0
80	1	3	2	0.000000	350.000000	350.000000	0.000000	0.000000	0	183	0
81	1	2	2	0.000000	423.000000	423.000000	0.000000	0.000000	0	227	0
82	1	7	5	0.000000	1472.000000	825.000000	0.000000	0.000000	0	621	0
83	1	4	4	0.000000	900.000000	900.000000	0.000000	0.000000	0	384	0
84	1	3	2	0.000000	1079.000000	1079.000000	0.000000	0.000000	0	479	0
85	1	4	4	0.000000	878.000000	878.000000	0.000000	0.000000	0	377	0
86	1	3	3	0.000000	655.000000	655.000000	0.000000	0.000000	0	329	0
87	2	3	7	0.000000	685.000000	464.000000	0.000000	0.000000	0	446	0
88	1	4	3	0.000000	394.000000	394.000000	0.000000	0.000000	0	192	0
89	1	4	4	0.000000	778.000000	778.000000	0.000000	0.000000	0	333	0
90	1	7	7	0.000000	2458.000000	1273.000000	0.000000	0.000000	0	918	0
91	1	4	6	0.000000	1733.000000	1047.000000	0.000000	0.000000	0	655	0
92	1	2	2	0.000000	695.000000	695.000000	0.000000	0.000000	0	303	0
93	1	3	4	0.000000	696.000000	696.000000	0.000000	0.000000	0	313	0
94	1	13	7	0.000000	3502.000000	552.000000	0.000000	0.000000	0	1158	0
95	1	3	3	0.000000	1347.000000	850.000000	0.000000	0.000000	0	542	0
96	1	2	3	0.000000	569.000000	569.000000	0.000000	0.000000	0	238	0
97	1	4	2	0.000000	768.000000	768.000000	0.000000	0.000000	0	362	0
98	1	5	4	0.000000	1377.000000	729.000000	0.000000	0.000000	0	593	0
99	1	2	2	0.000000	1149.000000	1149.000000	0.000000	0.000000	0	534	0
100	1	6	8	0.000000	2462.000000	1390.000000	0.000000	0.000000	0	936	0
101	1	4	4	0.000000	1337.000000	1337.000000	0.000000	0.000000	0	554	0
102	1	3	4	0.000000	1288.000000	1288.000000	0.000000	0.000000	0	594	0
103	1	4	4	0.000000	495.000000	495.000000	0.000000	0.000000	0	209	0
104	1	4	4	0.000000	427.000000	427.000000	0.000000	0.000000	0	216	0
105	1	3	4	0.000000	460.000000	460.000000	0.000000	0.000000	0	245	0
106	1	4	4	0.000000	477.000000	477.000000	0.000000	0.000000	0	207	0
107	1	3	4	0.000000	401.000000	401.000000	0.000000	0.000000	0	189	0
108	1	3	2	0.000000	620.000000	620.000000	0.000000	0.000000	0	300	0
109	1	27	22	0.000000	19975.000000	1082.000000	0.000000	0.000000	0	2499	0
110	1	4	3	0.000000	784.000000	784.000000	0.000000	0.000000	0	360	0
111	1	4	2	0.000000	560.000000	560.000000	0.000000	0.000000	0	262	0
112	1	3	3	0.000000	431.000000	431.000000	0.000000	0.000000	0	196	0
113	1	3	3	0.000000	445.000000	445.000000	0.000000	0.000000	0	208	0
114	1	3	2	0.000000	754.000000	754.000000	0.000000	0.000000	0	343	0
115	1	3	3	0.000000	422.000000	422.000000	0.000000	0.000000	0	202	0
116	1	4	3	0.000000	734.000000	734.000000	0.000000	0.000000	0	344	0
117	1	2	4	0.000000	898.000000	898.000000	0.000000	0.000000	0	398	0
118	1	4	2	0.000000	905.000000	905.000000	0.000000	0.000000	0	421	0
119	1	4	4	0.000000	1073.000000	1073.000000	0.000000	0.000000	0	494	0
120	1	4	2	0.000000	544.000000	544.000000	0.000000	0.000000	0	291	0
121	1	4	3	0.000000	918.000000	918.000000	0.000000	0.000000	0	391	0
122	1	4	3	0.000000	689.000000	689.000000	0.000000	0.000000	0	291	0
123	1	7	6	0.000000	2001.000000	1304.000000	0.000000	0.000000	0	1090	0
124	1	4	4	0.000000	1143.000000	1143.000000	0.000000	0.000000	0	498	0
125	1	3	4	0.000000	718.000000	718.000000	0.000000	0.000000	0	343	0
126	0	17	2	Inf	Inf	Inf	Inf	Inf	0	1587	0
127	1	4	3	0.000000	583.000000	583.000000	0.000000	0.000000	0	263	0
128	1	13	6	0.000000	4237.000000	793.000000	0.000000	0.000000	0	1362	0
129	1	3	2	0.000000	434.000000	434.000000	0.000000	0.000000	0	207	0
130	1	9	8	0.000000	4824.000000	1173.000000	0.000000	0.000000	0	1601	0
131	1	4	3	0.000000	748.000000	748.000000	0.000000	0.000000	0	336	0
132	1	4	4	0.000000	794.000000	794.000000	0.000000	0.000000	0	372	0
133	1	3	4	0.000000	987.000000	987.000000	0.000000	0.000000	0	414	0
134	1	4	7	0.000000	1295.000000	702.000000	0.000000	0.000000	0	624	0
135	1	3	4	0.000000	534.000000	534.000000	0.000000	0.000000	0	230	0
136	1	3	4	0.000000	402.000000	402.000000	0.000000	0.000000	0	199	0
137	1	4	3	0.000000	868.000000	381.000000	0.000000	0.000000	0	366	0
138	1	4	4	0.000000	534.000000	534.000000	0.000000	0.000000	0	450	0
139	1	2	4	0.000000	1113.000000	1113.000000	0.000000	0.000000	0	465	0
140	1	4	2	0.000000	1055.000000	1055.000000	0.000000	0.000000	0	446	0
141	1	1	2	0.000000	382.000000	382.000000	0.000000	0.000000	0	201	0
142	1	3	4	0.000000	683.000000	683.000000	0.000000	0.000000	0	327	0
143	1	4	4	0.000000	642.000000	642.000000	0.000000	0.000000	0	300	0
144	1	4	4	0.000000	421.000000	421.000000	0.000000	0.000000	0	203	0
145	1	7	6	0.000000	1121.000000	702.000000	0.000000	0.000000	0	441	0
146	1	4	4	0.000000	922.000000	922.000000	0.000000	0.000000	0	395	0
147	1	4	4	0.000000	930.000000	930.000000	0.000000	0.000000	0	445	0
148	0	7	8	Inf	Inf	Inf	Inf	Inf	0	899	0
149	1	2	4	0.000000	499.000000	499.000000	0.000000	0.000000	0	254	0
150	1	4	4	0.000000	1047.000000	1047.000000	0.000000	0.000000	0	396	0
151	1	4	4	0.000000	570.000000	570.000000	0.000000	0.000000	0	249	0
152	1	4	3	0.000000	697.000000	697.000000	0.000000	0.000000	0	325	0
153	1	8	4	0.000000	2365.000000	1335.000000	0.000000	0.000000	0	788	0
154	1	4	4	0.000000	1283.000000	1283.000000	0.000000	0.000000	0	537	0
155	1	5	5	0.000000	1954.000000	839.000000	0.000000	0.000000	0	771	0
156	1	9	4	0.000000	2036.000000	692.000000	0.000000	0.000000	0	820	0
157	1	2	4	0.000000	523.000000	523.000000	0.000000	0.000000	0	265	0
158	1	3	1	0.000000	372.000000	372.000000	0.000000	0.000000	0	189	0
159	1	2	2	0.000000	407.000000	407.000000	0.000000	0.000000	0	215	0
160	1	6	6	0.000000	1159.000000	620.000000	0.000000	0.000000	0	553	0
161	1	7	11	0.000000	3920.000000	838.000000	0.000000	0.000000	0	1322	0
162	1	4	4	0.000000	1174.000000	1174.000000	0.000000	0.000000	0	449	0
163	1	3	4	0.000000	708.000000	708.000000	0.000000	0.000000	0	276	0
164	1	4	4	0.000000	496.000000	496.000000	0.000000	0.000000	0	233	0
165	1	16	4	0.000000	7205.000000	647.000000	0.000000	0.000000	0	1873	0
166	1	4	2	0.000000	646.000000	646.000000	0.000000	0.000000	0	274	0
167	1	4	4	0.000000	1206.000000	1206.000000	0.000000	0.000000	0	546	0
168	1	4	6	0.000000	2902.000000	1112.000000	0.000000	0.000000	0	1122	0
169	1	4	4	0.000000	1029.000000	1029.000000	0.000000	0.000000	0	422	0
170	1	14	13	0.000000	5380.000000	1064.000000	0.000000	0.000000	0	1523	0
171	1	3	2	0.000000	666.000000	666.000000	0.000000	0.000000	0	290	0
172	1	4	4	0.000000	856.000000	856.000000	0.000000	0.000000	0	412	0
173	1	3	2	0.000000	753.000000	753.000000	0.000000	0.000000	0	342	0
174	1	9	7	0.000000	3009.000000	1425.000000	0.000000	0.000000	0	1066	0
175	1	2	4	0.000000	793.000000	793.000000	0.000000	0.000000	0	348	0
176	1	5	4	0.000000	579.000000	579.000000	0.000000	0.000000	0	258	0
177	1	2	5	0.000000	799.000000	799.000000	0.000000	0.000000	0	347	0
178	0	7	4	Inf	Inf	Inf	Inf	Inf	0	989	0
179	1	2	4	0.000000	667.000000	667.000000	0.000000	0.000000	0	322	0
180	1	7	4	0.000000	1349.000000	753.000000	0.000000	0.000000	0	573	0
181	1	4	2	0.000000	1169.000000	1169.000000	0.000000	0.000000	0	514	0
182	1	2	4	0.000000	750.000000	750.000000	0.000000	0.000000	0	349	0
183	1	3	3	0.000000	441.000000	441.000000	0.000000	0.000000	0	174	0
184	1	4	3	0.000000	525.000000	525.000000	0.000000	0.000000	0	230	0
185	1	2	4	0.000000	340.000000	340.000000	0.000000	0.000000	0	155	0
186	1	4	4	0.000000	593.000000	593.000000	0.000000	0.000000	0	252	0
187	1	2	4	0.000000	437.000000	437.000000	0.000000	0.000000	0	213	0
188	1	4	3	0.000000	617.000000	617.000000	0.000000	0.000000	0	276	0
189	1	3	7	0.000000	1120.000000	466.000000	0.000000	0.000000	0	454	0
190	1	4	4	0.000000	631.000000	631.000000	0.000000	0.000000	0	313	0
191	1	3	2	0.000000	786.000000	786.000000	0.000000	0.000000	0	348	0
192	1	4	4	0.000000	490.000000	490.000000	0.000000	0.000000	0	249	0
193	1	4	2	0.000000	684.000000	684.000000	0.000000	0.000000	0	320	0
194	1	3	4	0.000000	577.000000	577.000000	0.000000	0.000000	0	280	0
195	1	4	3	0.000000	506.000000	506.000000	0.000000	0.000000	0	228	0
196	1	3	4	0.000000	812.000000	812.000000	0.000000	0.000000	0	325	0
197	1	4	6	0.000000	3217.000000	1069.000000	0.000000	0.000000	0	1100	0
198	1	2	4	0.000000	2711.000000	2711.000000	0.000000	0.000000	0	800	0
199	1	4	4	0.000000	532.000000	532.000000	0.000000	0.000000	0	237	0
200	1	4	4	0.000000	832.000000	832.000000	0.000000	0.000000	0	363	0
201	1	1	4	0.000000	489.000000	489.000000	0.000000	0.000000	0	249	0
202	1	3	3	0.000000	463.000000	463.000000	0.000000	0.000000	0	240	0
203	1	12	8	0.000000	10876.000000	1427.000000	0.000000	0.000000	0	2180	0
204	1	4	4	0.000000	1185.000000	1185.000000	0.000000	0.000000	0	501	0
205	1	4	4	0.000000	459.000000	459.000000	0.000000	0.000000	0	221	0
206	1	4	4	0.000000	549.000000	549.000000	0.000000	0.000000	0	270	0
207	1	5	3	0.000000	1150.000000	1150.000000	0.000000	0.000000	0	838	0
208	1	4	3	0.000000	550.000000	550.000000	0.000000	0.000000	0	211	0
209	1	3	4	0.000000	544.000000	544.000000	0.000000	0.000000	0	278	0
210	1	3	4	0.000000	570.000000	570.000000	0.000000	0.000000	0	296	0
211	1	4	2	0.000000	351.000000	351.000000	0.000000	0.000000	0	175	0
212	1	3	4	0.000000	648.000000	648.000000	0.000000	0.000000	0	322	0
213	1	8	7	0.000000	3216.000000	942.000000	0.000000	0.000000	0	1208	0
214	1	7	6	0.000000	3123.000000	1346.000000	0.000000	0.000000	0	1196	0
215	1	4	3	0.000000	1077.000000	1077.000000	0.000000	0.000000	0	475	0
216	1	4	4	0.000000	511.000000	511.000000	0.000000	0.000000	0	206	0
217	1	4	4	0.000000	989.000000	989.000000	0.000000	0.000000	0	429	0
218	1	5	3	0.000000	381.000000	381.000000	0.000000	0.000000	0	179	0
219	1	4	4	0.000000	815.000000	815.000000	0.000000	0.000000	0	376	0
220	1	4	4	0.000000	758.000000	758.000000	0.000000	0.000000	0	374	0
221	1	4	5	0.000000	1026.000000	679.000000	0.000000	0.000000	0	468	0
222	1	3	2	0.000000	362.000000	362.000000	0.000000	0.000000	0	170	0
223	1	4	4	0.000000	609.000000	609.000000	0.000000	0.000000	0	266	0
224	1	3	3	0.000000	441.000000	441.000000	0.000000	0.000000	0	190	0
225	1	4	2	0.000000	817.000000	432.000000	0.000000	0.000000	0	378	0
226	1	5	3	0.000000	547.000000	547.000000	0.000000	0.000000	0	263	0
227	1	4	5	0.000000	522.000000	522.000000	0.000000	0.000000	0	249	0
228	1	3	3	0.000000	645.000000	645.000000	0.000000	0.000000	0	302	0
229	1	4	4	0.000000	787.000000	787.000000	0.000000	0.000000	0	380	0
230	1	4	4	0.000000	912.000000	912.000000	0.000000	0.000000	0	363	0
231	1	4	4	0.000000	975.000000	975.000000	0.000000	0.000000	0	384	0
232	1	4	4	0.000000	852.000000	852.000000	0.000000	0.000000	0	388	0
233	1	3	4	0.000000	807.000000	807.000000	0.000000	0.000000	0	369	0
234	1	3	1	0.000000	367.000000	367.000000	0.000000	0.000000	0	171	0
235	1	4	3	0.000000	506.000000	506.000000	0.000000	0.000000	0	217	0
236	1	4	2	0.000000	1588.000000	1588.000000	0.000000	0.000000	0	703	0
237	1	4	4	0.000000	656.000000	656.000000	0.000000	0.000000	0	306	0
238	1	4	4	0.000000	719.000000	719.000000	0.000000	0.000000	0	352	0
239	1	4	4	0.000000	636.000000	636.000000	0.000000	0.000000	0	283	0
240	1	2	4	0.000000	576.000000	576.000000	0.000000	0.000000	0	197	0
241	1	3	2	0.000000	389.000000	389.000000	0.000000	0.000000	0	192	0
242	1	2	2	0.000000	761.000000	761.000000	0.000000	0.000000	0	350	0
243	1	4	4	0.000000	592.000000	592.000000	0.000000	0.000000	0	278	0
244	1	3	4	0.000000	980.000000	980.000000	0.000000	0.000000	0	353	0
245	1	4	3	0.000000	727.000000	727.000000	0.000000	0.000000	0	305	0
246	1	4	3	0.000000	542.000000	542.000000	0.000000	0.000000	0	270	0
247	1	2	4	0.000000	1396.000000	678.000000	0.000000	0.000000	0	635	0
248	1	4	2	0.000000	1292.000000	1292.000000	0.000000	0.000000	0	477	0
249	1	3	3	0.000000	836.000000	836.000000	0.000000	0.000000	0	390	0
250	1	2	3	0.000000	756.000000	756.000000	0.000000	0.000000	0	330	0
251	1	4	7	0.000000	1554.000000	956.000000	0.000000	0.000000	0	500	0
252	1	2	3	0.000000	792.000000	792.000000	0.000000	0.000000	0	360	0
253	1	4	3	0.000000	715.000000	715.000000	0.000000	0.000000	0	298	0
254	1	5	4	0.000000	834.000000	834.000000	0.000000	0.000000	0	358	0
255	1	4	5	0.000000	1272.000000	1272.000000	0.000000	0.000000	0	547	0
256	1	2	4	0.000000	701.000000	701.000000	0.000000	0.000000	0	286	0
257	1	4	4	0.000000	655.000000	655.000000	0.000000	0.000000	0	324	0
258	1	4	5	0.000000	713.000000	713.000000	0.000000	0.000000	0	328	0
259	1	4	4	0.000000	449.000000	449.000000	0.000000	0.000000	0	216	0
260	1	4	2	0.000000	806.000000	806.000000	0.000000	0.000000	0	361	0
261	1	4	2	0.000000	693.000000	693.000000	0.000000	0.000000	0	321	0
262	1	3	5	0.000000	515.000000	515.000000	0.000000	0.000000	0	220	0
263	2	3	4	0.000000	395.500000	395.500000	0.000000	0.000000	0	231	0
264	1	2	3	0.000000	411.000000	411.000000	0.000000	0.000000	0	178	0
265	1	4	3	0.000000	1396.000000	810.000000	0.000000	0.000000	0	604	0
266	1	3	4	0.000000	606.000000	606.000000	0.000000	0.000000	0	298	0
267	0	24	10	Inf	Inf	Inf	Inf	Inf	0	2404	0
268	1	3	4	0.000000	560.000000	560.000000	0.000000	0.000000	0	261	0
269	1	4	3	0.000000	545.000000	545.000000	0.000000	0.000000	0	260	0
270	1	5	4	0.000000	451.000000	451.000000	0.000000	0.000000	0	225	0
271	1	4	4	0.000000	377.000000	377.000000	0.000000	0.000000	0	163	0
272	1	4	4	0.000000	581.000000	581.000000	0.000000	0.000000	0	268	0
273	1	10	7	0.000000	1525.000000	660.000000	0.000000	0.000000	0	608	0
274	1	3	3	0.000000	659.000000	659.000000	0.000000	0.000000	0	284	0
275	1	4	4	0.000000	718.000000	718.000000	0.000000	0.000000	0	320	0
276	1	4	5	0.000000	559.000000	559.000000	0.000000	0.000000	0	253	0
277	1	4	3	0.000000	653.000000	653.000000	0.000000	0.000000	0	304	0
278	1	4	4	0.000000	697.000000	697.000000	0.000000	0.000000	0	321	0
279	1	3	7	0.000000	1452.000000	687.000000	0.000000	0.000000	0	576	0
280	1	2	4	0.000000	675.000000	675.000000	0.000000	0.000000	0	291	0
281	1	4	4	0.000000	797.000000	797.000000	0.000000	0.000000	0	349	0
282	1	4	3	0.000000	644.000000	644.000000	0.000000	0.000000	0	277	0
283	1	3	2	0.000000	419.000000	419.000000	0.000000	0.000000	0	209	0
284	1	4	3	0.000000	502.000000	502.000000	0.000000	0.000000	0	244	0
285	1	3	4	0.000000	348.000000	348.000000	0.000000	0.000000	0	174	0
286	1	4	5	0.000000	999.000000	999.000000	0.000000	0.000000	0	450	0
287	1	4	3	0.000000	537.000000	330.000000	0.000000	0.000000	0	259	0
288	1	2	5	0.000000	798.000000	798.000000	0.000000	0.000000	0	364	0
289	1	3	5	0.000000	1050.000000	1050.000000	0.000000	0.000000	0	455	0
290	1	2	2	0.000000	478.000000	478.000000	0.000000	0.000000	0	218	0
291	1	3	4	0.000000	549.000000	549.000000	0.000000	0.000000	0	259	0
292	1	3	2	0.000000	448.000000	448.000000	0.000000	0.000000	0	182	0
293	1	4	3	0.000000	703.000000	703.000000	0.000000	0.000000	0	352	0
294	1	4	4	0.000000	562.000000	562.000000	0.000000	0.000000	0	264	0
295	1	4	4	0.000000	419.000000	419.000000	0.000000	0.000000	0	218	0
296	1	7	2	0.000000	621.000000	296.000000	0.000000	0.000000	0	264	0
297	1	3	4	0.000000	377.000000	377.000000	0.000000	0.000000	0	175	0
298	1	4	3	0.000000	713.000000	713.000000	0.000000	0.000000	0	289	0
299	1	2	4	0.000000	401.000000	401.000000	0.000000	0.000000	0	135	0
300	1	3	4	0.000000	1049.000000	642.000000	0.000000	0.000000	0	451	0
301	1	3	3	0.000000	440.000000	440.000000	0.000000	0.000000	0	222	0
302	1	4	4	0.000000	575.000000	575.000000	0.000000	0.000000	0	266	0
303	1	3	4	0.000000	342.000000	342.000000	0.000000	0.000000	0	149	0
304	0	4	5	Inf	Inf	Inf	Inf	Inf	0	880	0
305	1	4	4	0.000000	397.000000	397.000000	0.000000	0.000000	0	201	0
306	1	4	4	0.000000	573.000000	573.000000	0.000000	0.000000	0	268	0
307	1	4	3	0.000000	537.000000	537.000000	0.000000	0.000000	0	211	0
308	1	3	4	0.000000	468.000000	468.000000	0.000000	0.000000	0	195	0
309	1	7	4	0.000000	1762.000000	567.000000	0.000000	0.000000	0	687	0
310	1	3	4	0.000000	474.000000	474.000000	0.000000	0.000000	0	243	0
311	1	3	4	0.000000	346.000000	346.000000	0.000000	0.000000	0	161	0
312	1	3	3	0.000000	368.000000	368.000000	0.000000	0.000000	0	173	0
313	1	4	4	0.000000	474.000000	474.000000	0.000000	0.000000	0	224	0
314	1	4	3	0.000000	342.000000	342.000000	0.000000	0.000000	0	162	0
315	1	3	3	0.000000	737.000000	282.000000	0.000000	0.000000	0	354	0
